  0%|                                                                       | 0/16200 [00:00<?, ?it/s]/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
{'loss': 3.5098, 'grad_norm': 10.712843894958496, 'learning_rate': 0.00011298765432098766, 'epoch': 1.31}
{'loss': 3.7738, 'grad_norm': 18.794925689697266, 'learning_rate': 0.00011292592592592592, 'epoch': 1.31}
{'loss': 2.7385, 'grad_norm': 3.9464688301086426, 'learning_rate': 0.00011286419753086422, 'epoch': 1.31}
{'loss': 2.4665, 'grad_norm': 3.7211172580718994, 'learning_rate': 0.00011280246913580248, 'epoch': 1.31}
{'loss': 2.8256, 'grad_norm': 5.36487340927124, 'learning_rate': 0.00011274074074074074, 'epoch': 1.31}
{'loss': 2.8038, 'grad_norm': 3.9738245010375977, 'learning_rate': 0.00011267901234567901, 'epoch': 1.31}
{'loss': 2.9009, 'grad_norm': 4.620434761047363, 'learning_rate': 0.00011261728395061727, 'epoch': 1.31}
{'loss': 3.485, 'grad_norm': 13.434114456176758, 'learning_rate': 0.00011255555555555557, 'epoch': 1.31}
{'loss': 2.4922, 'grad_norm': 5.852077960968018, 'learning_rate': 0.00011249382716049384, 'epoch': 1.31}
{'loss': 2.7974, 'grad_norm': 6.689511775970459, 'learning_rate': 0.00011243209876543211, 'epoch': 1.31}
{'loss': 3.6189, 'grad_norm': 4.781833648681641, 'learning_rate': 0.00011237037037037037, 'epoch': 1.32}
{'loss': 3.6338, 'grad_norm': 4.407285690307617, 'learning_rate': 0.00011230864197530864, 'epoch': 1.32}
{'loss': 2.5455, 'grad_norm': 4.4594597816467285, 'learning_rate': 0.00011224691358024693, 'epoch': 1.32}
{'loss': 2.8632, 'grad_norm': 4.55999755859375, 'learning_rate': 0.00011218518518518519, 'epoch': 1.32}
{'loss': 3.0789, 'grad_norm': 11.682376861572266, 'learning_rate': 0.00011212345679012346, 'epoch': 1.32}
{'loss': 2.3979, 'grad_norm': 3.83974552154541, 'learning_rate': 0.00011206172839506172, 'epoch': 1.32}
{'loss': 2.9158, 'grad_norm': 6.013816833496094, 'learning_rate': 0.00011200000000000001, 'epoch': 1.32}
{'loss': 3.1486, 'grad_norm': 6.8623738288879395, 'learning_rate': 0.00011193827160493829, 'epoch': 1.32}
{'loss': 2.7982, 'grad_norm': 5.101633548736572, 'learning_rate': 0.00011187654320987655, 'epoch': 1.32}
{'loss': 2.7596, 'grad_norm': 4.756069183349609, 'learning_rate': 0.00011181481481481482, 'epoch': 1.32}
{'loss': 2.8919, 'grad_norm': 4.46480655670166, 'learning_rate': 0.00011175308641975308, 'epoch': 1.32}
{'loss': 3.1495, 'grad_norm': 5.128878593444824, 'learning_rate': 0.00011169135802469137, 'epoch': 1.33}
{'loss': 2.8295, 'grad_norm': 6.376893520355225, 'learning_rate': 0.00011162962962962964, 'epoch': 1.33}
{'loss': 2.2862, 'grad_norm': 4.1728363037109375, 'learning_rate': 0.0001115679012345679, 'epoch': 1.33}
{'loss': 3.2289, 'grad_norm': 4.775488376617432, 'learning_rate': 0.00011150617283950618, 'epoch': 1.33}
{'loss': 2.2489, 'grad_norm': 4.772634506225586, 'learning_rate': 0.00011144444444444444, 'epoch': 1.33}
{'loss': 2.7118, 'grad_norm': 5.02881383895874, 'learning_rate': 0.00011138271604938272, 'epoch': 1.33}
{'loss': 2.3725, 'grad_norm': 4.861889839172363, 'learning_rate': 0.000111320987654321, 'epoch': 1.33}
{'loss': 2.6071, 'grad_norm': 4.059642791748047, 'learning_rate': 0.00011125925925925926, 'epoch': 1.33}
{'loss': 2.1229, 'grad_norm': 3.932173013687134, 'learning_rate': 0.00011119753086419753, 'epoch': 1.33}
{'loss': 3.5052, 'grad_norm': 7.3952813148498535, 'learning_rate': 0.00011113580246913579, 'epoch': 1.33}
{'loss': 3.0024, 'grad_norm': 7.599935054779053, 'learning_rate': 0.00011107407407407409, 'epoch': 1.34}
{'loss': 2.8046, 'grad_norm': 9.061247825622559, 'learning_rate': 0.00011101234567901235, 'epoch': 1.34}
{'loss': 2.8149, 'grad_norm': 4.797201156616211, 'learning_rate': 0.00011095061728395063, 'epoch': 1.34}
{'loss': 3.0038, 'grad_norm': 5.980061054229736, 'learning_rate': 0.00011088888888888889, 'epoch': 1.34}
{'loss': 2.6581, 'grad_norm': 6.192116737365723, 'learning_rate': 0.00011082716049382717, 'epoch': 1.34}
{'loss': 3.7344, 'grad_norm': 6.608138561248779, 'learning_rate': 0.00011076543209876545, 'epoch': 1.34}
{'loss': 2.9234, 'grad_norm': 7.139713764190674, 'learning_rate': 0.00011070370370370371, 'epoch': 1.34}
{'loss': 2.6754, 'grad_norm': 5.1539506912231445, 'learning_rate': 0.00011064197530864198, 'epoch': 1.34}
{'loss': 3.2286, 'grad_norm': 7.0390706062316895, 'learning_rate': 0.00011058024691358024, 'epoch': 1.34}
{'loss': 3.0618, 'grad_norm': 5.312830924987793, 'learning_rate': 0.00011051851851851853, 'epoch': 1.34}
{'loss': 2.4927, 'grad_norm': 7.304208755493164, 'learning_rate': 0.0001104567901234568, 'epoch': 1.34}
{'loss': 2.3674, 'grad_norm': 4.822638511657715, 'learning_rate': 0.00011039506172839506, 'epoch': 1.35}
{'loss': 3.5308, 'grad_norm': 9.909815788269043, 'learning_rate': 0.00011033333333333334, 'epoch': 1.35}
{'loss': 3.0615, 'grad_norm': 4.465532302856445, 'learning_rate': 0.0001102716049382716, 'epoch': 1.35}
{'loss': 2.8137, 'grad_norm': 5.842231273651123, 'learning_rate': 0.00011020987654320988, 'epoch': 1.35}
{'loss': 2.9597, 'grad_norm': 4.079471588134766, 'learning_rate': 0.00011014814814814816, 'epoch': 1.35}
{'loss': 2.5658, 'grad_norm': 3.9455583095550537, 'learning_rate': 0.00011008641975308642, 'epoch': 1.35}
{'loss': 2.6581, 'grad_norm': 5.803159713745117, 'learning_rate': 0.00011002469135802469, 'epoch': 1.35}
{'loss': 2.8023, 'grad_norm': 3.959970712661743, 'learning_rate': 0.00010996296296296298, 'epoch': 1.35}
{'loss': 2.7407, 'grad_norm': 4.588097095489502, 'learning_rate': 0.00010990123456790124, 'epoch': 1.35}
{'loss': 2.4944, 'grad_norm': 6.985432147979736, 'learning_rate': 0.00010983950617283951, 'epoch': 1.35}
{'loss': 2.9769, 'grad_norm': 5.405830383300781, 'learning_rate': 0.00010977777777777777, 'epoch': 1.35}
{'loss': 3.4694, 'grad_norm': 6.577681064605713, 'learning_rate': 0.00010971604938271605, 'epoch': 1.36}
{'loss': 2.6907, 'grad_norm': 6.414079666137695, 'learning_rate': 0.00010965432098765433, 'epoch': 1.36}
{'loss': 2.5421, 'grad_norm': 4.002150535583496, 'learning_rate': 0.00010959259259259261, 'epoch': 1.36}
{'loss': 2.9323, 'grad_norm': 4.901289939880371, 'learning_rate': 0.00010953086419753087, 'epoch': 1.36}
{'loss': 2.8145, 'grad_norm': 12.97323226928711, 'learning_rate': 0.00010946913580246914, 'epoch': 1.36}
{'loss': 2.6364, 'grad_norm': 7.493730068206787, 'learning_rate': 0.0001094074074074074, 'epoch': 1.36}
{'loss': 2.6327, 'grad_norm': 4.413530349731445, 'learning_rate': 0.00010934567901234569, 'epoch': 1.36}
{'loss': 3.652, 'grad_norm': 4.018875598907471, 'learning_rate': 0.00010928395061728396, 'epoch': 1.36}
{'loss': 2.9283, 'grad_norm': 4.030287742614746, 'learning_rate': 0.00010922222222222222, 'epoch': 1.36}
{'loss': 3.0534, 'grad_norm': 4.755824089050293, 'learning_rate': 0.0001091604938271605, 'epoch': 1.36}
{'loss': 2.5584, 'grad_norm': 4.490635395050049, 'learning_rate': 0.00010909876543209878, 'epoch': 1.36}
{'loss': 3.0304, 'grad_norm': 3.510399341583252, 'learning_rate': 0.00010903703703703705, 'epoch': 1.37}
{'loss': 2.9217, 'grad_norm': 6.373254299163818, 'learning_rate': 0.00010897530864197532, 'epoch': 1.37}
{'loss': 3.2393, 'grad_norm': 18.190698623657227, 'learning_rate': 0.00010891358024691358, 'epoch': 1.37}
{'loss': 2.8771, 'grad_norm': 5.576689720153809, 'learning_rate': 0.00010885185185185185, 'epoch': 1.37}
{'loss': 2.439, 'grad_norm': 4.014941692352295, 'learning_rate': 0.00010879012345679014, 'epoch': 1.37}
{'loss': 2.4891, 'grad_norm': 5.80916690826416, 'learning_rate': 0.0001087283950617284, 'epoch': 1.37}
{'loss': 2.6993, 'grad_norm': 6.824540138244629, 'learning_rate': 0.00010866666666666667, 'epoch': 1.37}
{'loss': 2.5603, 'grad_norm': 12.203055381774902, 'learning_rate': 0.00010860493827160493, 'epoch': 1.37}
{'loss': 2.6787, 'grad_norm': 5.2561259269714355, 'learning_rate': 0.00010854320987654321, 'epoch': 1.37}
{'loss': 2.8102, 'grad_norm': 4.210850238800049, 'learning_rate': 0.0001084814814814815, 'epoch': 1.37}
{'loss': 2.6504, 'grad_norm': 4.630173206329346, 'learning_rate': 0.00010841975308641976, 'epoch': 1.38}
{'loss': 3.0456, 'grad_norm': 5.7290754318237305, 'learning_rate': 0.00010835802469135803, 'epoch': 1.38}
{'loss': 2.6226, 'grad_norm': 3.970344305038452, 'learning_rate': 0.00010829629629629629, 'epoch': 1.38}
{'loss': 2.8495, 'grad_norm': 6.157504081726074, 'learning_rate': 0.00010823456790123456, 'epoch': 1.38}
{'loss': 2.6526, 'grad_norm': 5.888565540313721, 'learning_rate': 0.00010817283950617285, 'epoch': 1.38}
{'loss': 3.1206, 'grad_norm': 6.443511009216309, 'learning_rate': 0.00010811111111111112, 'epoch': 1.38}
{'loss': 2.5063, 'grad_norm': 5.918099403381348, 'learning_rate': 0.00010804938271604939, 'epoch': 1.38}
{'loss': 2.5256, 'grad_norm': 4.563322067260742, 'learning_rate': 0.00010798765432098766, 'epoch': 1.38}
{'loss': 2.8885, 'grad_norm': 5.13684606552124, 'learning_rate': 0.00010792592592592595, 'epoch': 1.38}
{'loss': 2.5562, 'grad_norm': 4.498524188995361, 'learning_rate': 0.0001078641975308642, 'epoch': 1.38}
{'loss': 2.7263, 'grad_norm': 6.378891944885254, 'learning_rate': 0.00010780246913580248, 'epoch': 1.38}
{'loss': 3.3165, 'grad_norm': 18.011247634887695, 'learning_rate': 0.00010774074074074074, 'epoch': 1.39}
{'loss': 2.2068, 'grad_norm': 4.8541741371154785, 'learning_rate': 0.00010767901234567901, 'epoch': 1.39}
{'loss': 2.9009, 'grad_norm': 5.525298595428467, 'learning_rate': 0.0001076172839506173, 'epoch': 1.39}
{'loss': 2.7587, 'grad_norm': 3.9567673206329346, 'learning_rate': 0.00010755555555555556, 'epoch': 1.39}
{'loss': 2.9879, 'grad_norm': 5.465761184692383, 'learning_rate': 0.00010749382716049384, 'epoch': 1.39}
  warnings.warn(                                  
{'eval_loss': 2.743602752685547, 'eval_runtime': 412.8385, 'eval_samples_per_second': 1.453, 'eval_steps_per_second': 1.453, 'epoch': 1.39}
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
  decoder_attention_mask = decoder_input_ids.new_tensor(decoder_input_ids != self.config.pad_token_id)
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:577: FutureWarning: Version v4.12.0 introduces a better way to train encoder-decoder models by computing the loss inside the encoder-decoder framework rather than in the decoder itself. You may observe training discrepancies if fine-tuning a model trained with versions anterior to 4.12.0. The decoder_input_ids are now created based on the labels, no need to pass them yourself anymore.
  warnings.warn(DEPRECATION_WARNING, FutureWarning)
                                                  
{'loss': 3.1959, 'grad_norm': 3.387216806411743, 'learning_rate': 0.0001074320987654321, 'epoch': 1.39}
{'loss': 3.0738, 'grad_norm': 7.398501873016357, 'learning_rate': 0.00010737037037037037, 'epoch': 1.39}
{'loss': 2.9618, 'grad_norm': 5.102400779724121, 'learning_rate': 0.00010730864197530866, 'epoch': 1.39}
{'loss': 2.5189, 'grad_norm': 8.925535202026367, 'learning_rate': 0.00010724691358024692, 'epoch': 1.39}
{'loss': 2.3575, 'grad_norm': 9.096946716308594, 'learning_rate': 0.00010718518518518519, 'epoch': 1.39}
{'loss': 3.3072, 'grad_norm': 7.552216053009033, 'learning_rate': 0.00010712345679012345, 'epoch': 1.39}
{'loss': 2.4021, 'grad_norm': 9.100491523742676, 'learning_rate': 0.00010706172839506174, 'epoch': 1.4}
{'loss': 3.0163, 'grad_norm': 5.621785640716553, 'learning_rate': 0.00010700000000000001, 'epoch': 1.4}
{'loss': 3.4507, 'grad_norm': 6.659276008605957, 'learning_rate': 0.00010693827160493827, 'epoch': 1.4}
{'loss': 3.1879, 'grad_norm': 6.0401458740234375, 'learning_rate': 0.00010687654320987655, 'epoch': 1.4}
{'loss': 2.6432, 'grad_norm': 5.118752479553223, 'learning_rate': 0.0001068148148148148, 'epoch': 1.4}
{'loss': 2.9304, 'grad_norm': 8.050430297851562, 'learning_rate': 0.00010675308641975311, 'epoch': 1.4}
{'loss': 2.9304, 'grad_norm': 4.188756465911865, 'learning_rate': 0.00010669135802469137, 'epoch': 1.4}
{'loss': 3.0183, 'grad_norm': 6.167237758636475, 'learning_rate': 0.00010662962962962964, 'epoch': 1.4}
{'loss': 3.626, 'grad_norm': 4.534696102142334, 'learning_rate': 0.0001065679012345679, 'epoch': 1.4}
{'loss': 2.548, 'grad_norm': 3.8604447841644287, 'learning_rate': 0.00010650617283950616, 'epoch': 1.4}
{'loss': 3.1791, 'grad_norm': 7.0282392501831055, 'learning_rate': 0.00010644444444444446, 'epoch': 1.4}
{'loss': 2.7047, 'grad_norm': 6.01727294921875, 'learning_rate': 0.00010638271604938272, 'epoch': 1.41}
{'loss': 2.5922, 'grad_norm': 4.4654011726379395, 'learning_rate': 0.000106320987654321, 'epoch': 1.41}
{'loss': 2.6957, 'grad_norm': 8.725998878479004, 'learning_rate': 0.00010625925925925926, 'epoch': 1.41}
{'loss': 3.3163, 'grad_norm': 6.3091912269592285, 'learning_rate': 0.00010619753086419753, 'epoch': 1.41}
{'loss': 2.9581, 'grad_norm': 7.72885274887085, 'learning_rate': 0.00010613580246913582, 'epoch': 1.41}
{'loss': 2.8486, 'grad_norm': 5.300862789154053, 'learning_rate': 0.00010607407407407408, 'epoch': 1.41}
{'loss': 2.9549, 'grad_norm': 8.964607238769531, 'learning_rate': 0.00010601234567901235, 'epoch': 1.41}
{'loss': 2.6171, 'grad_norm': 5.247945785522461, 'learning_rate': 0.00010595061728395061, 'epoch': 1.41}
{'loss': 2.6168, 'grad_norm': 3.96821928024292, 'learning_rate': 0.0001058888888888889, 'epoch': 1.41}
{'loss': 2.8254, 'grad_norm': 6.731603145599365, 'learning_rate': 0.00010582716049382717, 'epoch': 1.41}
{'loss': 2.5338, 'grad_norm': 7.032258987426758, 'learning_rate': 0.00010576543209876543, 'epoch': 1.41}
{'loss': 2.5158, 'grad_norm': 4.065962791442871, 'learning_rate': 0.00010570370370370371, 'epoch': 1.42}
{'loss': 2.577, 'grad_norm': 4.282586097717285, 'learning_rate': 0.00010564197530864197, 'epoch': 1.42}
{'loss': 3.017, 'grad_norm': 7.0423383712768555, 'learning_rate': 0.00010558024691358026, 'epoch': 1.42}
{'loss': 2.5892, 'grad_norm': 5.636713981628418, 'learning_rate': 0.00010551851851851853, 'epoch': 1.42}
{'loss': 2.8787, 'grad_norm': 4.291885852813721, 'learning_rate': 0.00010545679012345679, 'epoch': 1.42}
{'loss': 2.91, 'grad_norm': 6.619272232055664, 'learning_rate': 0.00010539506172839506, 'epoch': 1.42}
{'loss': 2.661, 'grad_norm': 5.430596828460693, 'learning_rate': 0.00010533333333333332, 'epoch': 1.42}
{'loss': 3.6074, 'grad_norm': 5.3380126953125, 'learning_rate': 0.00010527160493827162, 'epoch': 1.42}
{'loss': 3.2978, 'grad_norm': 6.026320934295654, 'learning_rate': 0.00010520987654320988, 'epoch': 1.42}
{'loss': 2.6797, 'grad_norm': 3.6427996158599854, 'learning_rate': 0.00010514814814814814, 'epoch': 1.42}
{'loss': 2.5961, 'grad_norm': 3.68554425239563, 'learning_rate': 0.00010508641975308642, 'epoch': 1.43}
{'loss': 2.3814, 'grad_norm': 3.970388174057007, 'learning_rate': 0.0001050246913580247, 'epoch': 1.43}
{'loss': 3.0909, 'grad_norm': 5.774307727813721, 'learning_rate': 0.00010496296296296298, 'epoch': 1.43}
{'loss': 2.4805, 'grad_norm': 4.363312721252441, 'learning_rate': 0.00010490123456790124, 'epoch': 1.43}
{'loss': 3.0174, 'grad_norm': 4.624432563781738, 'learning_rate': 0.00010483950617283951, 'epoch': 1.43}
{'loss': 2.981, 'grad_norm': 7.402371406555176, 'learning_rate': 0.00010477777777777777, 'epoch': 1.43}
{'loss': 3.0335, 'grad_norm': 5.053544521331787, 'learning_rate': 0.00010471604938271606, 'epoch': 1.43}
{'loss': 2.8807, 'grad_norm': 3.9186995029449463, 'learning_rate': 0.00010465432098765433, 'epoch': 1.43}
{'loss': 2.4123, 'grad_norm': 5.454326152801514, 'learning_rate': 0.0001045925925925926, 'epoch': 1.43}
{'loss': 2.8255, 'grad_norm': 4.758546829223633, 'learning_rate': 0.00010453086419753087, 'epoch': 1.43}
{'loss': 2.6366, 'grad_norm': 8.78990364074707, 'learning_rate': 0.00010446913580246913, 'epoch': 1.43}
{'loss': 2.7453, 'grad_norm': 6.023383140563965, 'learning_rate': 0.00010440740740740742, 'epoch': 1.44}
{'loss': 3.1222, 'grad_norm': 3.9360148906707764, 'learning_rate': 0.00010434567901234569, 'epoch': 1.44}
{'loss': 2.4312, 'grad_norm': 6.881426811218262, 'learning_rate': 0.00010428395061728395, 'epoch': 1.44}
{'loss': 2.8556, 'grad_norm': 9.901697158813477, 'learning_rate': 0.00010422222222222222, 'epoch': 1.44}
{'loss': 2.4073, 'grad_norm': 5.669589996337891, 'learning_rate': 0.00010416049382716048, 'epoch': 1.44}
{'loss': 2.1826, 'grad_norm': 6.309995651245117, 'learning_rate': 0.00010409876543209877, 'epoch': 1.44}
{'loss': 2.2655, 'grad_norm': 6.081586837768555, 'learning_rate': 0.00010403703703703705, 'epoch': 1.44}
{'loss': 3.0184, 'grad_norm': 6.987484455108643, 'learning_rate': 0.0001039753086419753, 'epoch': 1.44}
{'loss': 2.4113, 'grad_norm': 4.633395195007324, 'learning_rate': 0.00010391358024691358, 'epoch': 1.44}
{'loss': 2.6341, 'grad_norm': 7.092130661010742, 'learning_rate': 0.00010385185185185187, 'epoch': 1.44}
{'loss': 3.3316, 'grad_norm': 7.855164527893066, 'learning_rate': 0.00010379012345679013, 'epoch': 1.44}
{'loss': 2.9778, 'grad_norm': 5.927936553955078, 'learning_rate': 0.0001037283950617284, 'epoch': 1.45}
{'loss': 2.6399, 'grad_norm': 5.029228687286377, 'learning_rate': 0.00010366666666666666, 'epoch': 1.45}
{'loss': 2.9745, 'grad_norm': 5.362082004547119, 'learning_rate': 0.00010360493827160493, 'epoch': 1.45}
{'loss': 3.0137, 'grad_norm': 5.744594573974609, 'learning_rate': 0.00010354320987654322, 'epoch': 1.45}
{'loss': 2.8341, 'grad_norm': 3.8637609481811523, 'learning_rate': 0.0001034814814814815, 'epoch': 1.45}
{'loss': 2.2706, 'grad_norm': 4.970106601715088, 'learning_rate': 0.00010341975308641976, 'epoch': 1.45}
{'loss': 2.9491, 'grad_norm': 5.1493988037109375, 'learning_rate': 0.00010335802469135803, 'epoch': 1.45}
{'loss': 2.5887, 'grad_norm': 4.154726982116699, 'learning_rate': 0.00010329629629629629, 'epoch': 1.45}
{'loss': 2.9489, 'grad_norm': 7.182861804962158, 'learning_rate': 0.00010323456790123458, 'epoch': 1.45}
{'loss': 3.2079, 'grad_norm': 7.043064594268799, 'learning_rate': 0.00010317283950617285, 'epoch': 1.45}
{'loss': 2.5876, 'grad_norm': 3.806750774383545, 'learning_rate': 0.00010311111111111111, 'epoch': 1.45}
{'loss': 2.6353, 'grad_norm': 3.6839654445648193, 'learning_rate': 0.00010304938271604939, 'epoch': 1.46}
{'loss': 3.2603, 'grad_norm': 6.240415096282959, 'learning_rate': 0.00010298765432098767, 'epoch': 1.46}
{'loss': 2.7659, 'grad_norm': 5.3943562507629395, 'learning_rate': 0.00010292592592592593, 'epoch': 1.46}
{'loss': 3.0476, 'grad_norm': 8.925590515136719, 'learning_rate': 0.00010286419753086421, 'epoch': 1.46}
{'loss': 2.8241, 'grad_norm': 5.6234941482543945, 'learning_rate': 0.00010280246913580247, 'epoch': 1.46}
{'loss': 2.4727, 'grad_norm': 5.140562057495117, 'learning_rate': 0.00010274074074074074, 'epoch': 1.46}
{'loss': 3.0605, 'grad_norm': 4.916968822479248, 'learning_rate': 0.00010267901234567903, 'epoch': 1.46}
{'loss': 2.6473, 'grad_norm': 4.9809465408325195, 'learning_rate': 0.00010261728395061729, 'epoch': 1.46}
{'loss': 2.5778, 'grad_norm': 5.251540660858154, 'learning_rate': 0.00010255555555555556, 'epoch': 1.46}
{'loss': 3.0593, 'grad_norm': 9.22990608215332, 'learning_rate': 0.00010249382716049382, 'epoch': 1.46}
{'loss': 2.5665, 'grad_norm': 4.022624492645264, 'learning_rate': 0.0001024320987654321, 'epoch': 1.46}
{'loss': 3.039, 'grad_norm': 5.676851749420166, 'learning_rate': 0.00010237037037037038, 'epoch': 1.47}
{'loss': 2.9275, 'grad_norm': 4.027693271636963, 'learning_rate': 0.00010230864197530864, 'epoch': 1.47}
{'loss': 3.6182, 'grad_norm': 4.017908573150635, 'learning_rate': 0.00010224691358024692, 'epoch': 1.47}
{'loss': 2.9852, 'grad_norm': 6.2643280029296875, 'learning_rate': 0.00010218518518518518, 'epoch': 1.47}
{'loss': 3.2096, 'grad_norm': 7.774261951446533, 'learning_rate': 0.00010212345679012345, 'epoch': 1.47}
{'loss': 2.8776, 'grad_norm': 4.638683319091797, 'learning_rate': 0.00010206172839506174, 'epoch': 1.47}
{'loss': 2.6481, 'grad_norm': 3.425109386444092, 'learning_rate': 0.00010200000000000001, 'epoch': 1.47}
{'loss': 2.3615, 'grad_norm': 5.079549789428711, 'learning_rate': 0.00010193827160493827, 'epoch': 1.47}
{'loss': 2.8631, 'grad_norm': 6.25885534286499, 'learning_rate': 0.00010187654320987655, 'epoch': 1.47}
{'loss': 2.7365, 'grad_norm': 4.311738014221191, 'learning_rate': 0.00010181481481481483, 'epoch': 1.47}
{'loss': 2.4851, 'grad_norm': 4.944666385650635, 'learning_rate': 0.0001017530864197531, 'epoch': 1.48}
{'loss': 3.2065, 'grad_norm': 9.268774032592773, 'learning_rate': 0.00010169135802469137, 'epoch': 1.48}
{'loss': 3.3269, 'grad_norm': 7.280538082122803, 'learning_rate': 0.00010162962962962963, 'epoch': 1.48}
{'loss': 2.4873, 'grad_norm': 5.450625419616699, 'learning_rate': 0.0001015679012345679, 'epoch': 1.48}
{'loss': 3.1303, 'grad_norm': 6.111621856689453, 'learning_rate': 0.00010150617283950619, 'epoch': 1.48}
{'loss': 3.2329, 'grad_norm': 7.7882819175720215, 'learning_rate': 0.00010144444444444445, 'epoch': 1.48}
{'loss': 3.6735, 'grad_norm': 8.266863822937012, 'learning_rate': 0.00010138271604938272, 'epoch': 1.48}
{'loss': 3.13, 'grad_norm': 5.4510955810546875, 'learning_rate': 0.00010132098765432098, 'epoch': 1.48}
  warnings.warn(                                  
{'eval_loss': 2.7335164546966553, 'eval_runtime': 413.2211, 'eval_samples_per_second': 1.452, 'eval_steps_per_second': 1.452, 'epoch': 1.48}
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
  decoder_attention_mask = decoder_input_ids.new_tensor(decoder_input_ids != self.config.pad_token_id)
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:577: FutureWarning: Version v4.12.0 introduces a better way to train encoder-decoder models by computing the loss inside the encoder-decoder framework rather than in the decoder itself. You may observe training discrepancies if fine-tuning a model trained with versions anterior to 4.12.0. The decoder_input_ids are now created based on the labels, no need to pass them yourself anymore.
  warnings.warn(DEPRECATION_WARNING, FutureWarning)
                                                  
{'loss': 2.7436, 'grad_norm': 6.134002685546875, 'learning_rate': 0.00010125925925925926, 'epoch': 1.48}
{'loss': 2.119, 'grad_norm': 3.390202283859253, 'learning_rate': 0.00010119753086419754, 'epoch': 1.48}
{'loss': 2.882, 'grad_norm': 6.191496849060059, 'learning_rate': 0.0001011358024691358, 'epoch': 1.48}
{'loss': 2.6227, 'grad_norm': 4.004942893981934, 'learning_rate': 0.00010107407407407408, 'epoch': 1.49}
{'loss': 2.6077, 'grad_norm': 5.253493785858154, 'learning_rate': 0.00010101234567901234, 'epoch': 1.49}
{'loss': 2.8184, 'grad_norm': 3.365100860595703, 'learning_rate': 0.00010095061728395063, 'epoch': 1.49}
{'loss': 3.1224, 'grad_norm': 6.663740634918213, 'learning_rate': 0.0001008888888888889, 'epoch': 1.49}
{'loss': 3.1104, 'grad_norm': 7.367244243621826, 'learning_rate': 0.00010082716049382716, 'epoch': 1.49}
{'loss': 2.5911, 'grad_norm': 4.490209102630615, 'learning_rate': 0.00010076543209876543, 'epoch': 1.49}
{'loss': 3.7898, 'grad_norm': 5.928553104400635, 'learning_rate': 0.0001007037037037037, 'epoch': 1.49}
{'loss': 2.8219, 'grad_norm': 5.874213695526123, 'learning_rate': 0.000100641975308642, 'epoch': 1.49}
{'loss': 2.8715, 'grad_norm': 6.089649677276611, 'learning_rate': 0.00010058024691358026, 'epoch': 1.49}
{'loss': 3.5831, 'grad_norm': 11.673712730407715, 'learning_rate': 0.00010051851851851853, 'epoch': 1.49}
{'loss': 2.4849, 'grad_norm': 5.005722999572754, 'learning_rate': 0.00010045679012345679, 'epoch': 1.49}
{'loss': 2.918, 'grad_norm': 3.868197202682495, 'learning_rate': 0.00010039506172839506, 'epoch': 1.5}
{'loss': 3.2269, 'grad_norm': 4.535712242126465, 'learning_rate': 0.00010033333333333335, 'epoch': 1.5}
{'loss': 3.1073, 'grad_norm': 4.655774116516113, 'learning_rate': 0.00010027160493827161, 'epoch': 1.5}
{'loss': 2.7021, 'grad_norm': 5.361936092376709, 'learning_rate': 0.00010020987654320988, 'epoch': 1.5}
{'loss': 3.1455, 'grad_norm': 3.978445291519165, 'learning_rate': 0.00010014814814814814, 'epoch': 1.5}
{'loss': 2.4634, 'grad_norm': 3.980351209640503, 'learning_rate': 0.00010008641975308643, 'epoch': 1.5}
{'loss': 2.9611, 'grad_norm': 8.380892753601074, 'learning_rate': 0.0001000246913580247, 'epoch': 1.5}
{'loss': 3.1852, 'grad_norm': 9.451781272888184, 'learning_rate': 9.996296296296297e-05, 'epoch': 1.5}
{'loss': 2.1869, 'grad_norm': 6.898054599761963, 'learning_rate': 9.990123456790124e-05, 'epoch': 1.5}
{'loss': 2.3464, 'grad_norm': 3.7054502964019775, 'learning_rate': 9.983950617283951e-05, 'epoch': 1.5}
{'loss': 2.1278, 'grad_norm': 4.064563274383545, 'learning_rate': 9.977777777777779e-05, 'epoch': 1.5}
{'loss': 2.8048, 'grad_norm': 4.656005382537842, 'learning_rate': 9.971604938271606e-05, 'epoch': 1.51}
{'loss': 2.8796, 'grad_norm': 6.661139965057373, 'learning_rate': 9.965432098765432e-05, 'epoch': 1.51}
